datetime,open,high,low,close,volume
2025-02-13 17:30:00+00:00,192.119,192.412,191.556,192.193,842.34
2025-02-13 17:45:00+00:00,192.19,192.547,191.4,191.558,815.99
2025-02-13 18:00:00+00:00,191.499,191.8,191.02,191.4,372.06
2025-02-13 18:15:00+00:00,191.446,192.172,191.2,192.026,727.6
2025-02-13 18:30:00+00:00,191.859,192.342,191.518,192.072,969.05
2025-02-13 18:45:00+00:00,192.073,193.311,191.971,193.311,3283.28
2025-02-13 19:00:00+00:00,193.258,194.456,193.258,193.666,2594.99
2025-02-13 19:15:00+00:00,193.702,193.858,192.411,192.558,545.11
2025-02-13 19:30:00+00:00,192.563,192.772,191.761,192.128,1098.14
2025-02-13 19:45:00+00:00,192.208,192.858,192.097,192.581,286.23
2025-02-13 20:00:00+00:00,192.566,193.75,192.544,193.75,625.3
2025-02-13 20:15:00+00:00,193.75,194.65,193.594,194.65,673.12
2025-02-13 20:30:00+00:00,194.623,195.044,194.31,194.388,692.69
2025-02-13 20:45:00+00:00,194.45,194.53,193.782,194.416,426.62
2025-02-13 21:00:00+00:00,194.43,195.103,194.025,194.858,525.09
2025-02-13 21:15:00+00:00,194.799,194.928,194.42,194.622,596.83
2025-02-13 21:30:00+00:00,194.6,195.343,194.519,195.075,1167.04
2025-02-13 21:45:00+00:00,195.083,195.128,194.585,194.901,709.09
2025-02-13 22:00:00+00:00,194.907,194.907,194.078,194.394,489.05
2025-02-13 22:15:00+00:00,194.419,195.002,194.419,194.548,344.5
2025-02-13 22:30:00+00:00,194.553,194.875,194.177,194.863,316.0
2025-02-13 22:45:00+00:00,194.852,194.852,193.628,193.742,284.76
2025-02-13 23:00:00+00:00,193.872,194.292,193.698,193.907,443.2
2025-02-13 23:15:00+00:00,193.904,194.298,193.889,193.982,567.3
2025-02-13 23:30:00+00:00,194.094,194.5,193.884,194.181,280.06
2025-02-13 23:45:00+00:00,194.318,194.5,193.875,194.083,524.23
2025-02-14 00:00:00+00:00,194.213,194.71,194.18,194.306,476.42
2025-02-14 00:15:00+00:00,194.36,195.241,194.052,195.226,326.98
2025-02-14 00:30:00+00:00,195.242,195.675,194.471,194.795,497.9
2025-02-14 00:45:00+00:00,194.775,195.931,194.764,195.862,606.07
2025-02-14 01:00:00+00:00,195.856,196.095,195.2,195.2,528.85
2025-02-14 01:15:00+00:00,195.17,195.649,194.915,195.349,335.41
2025-02-14 01:30:00+00:00,195.436,195.591,194.7,194.714,374.68
